Uniprot	Gene_name	Used_as_a_bait_in_this_study	Number_of_citations (if_the_kinase_is_used_as_a_bait_here)	Family	Family_simple	Subfamily	Primary Reference: http://www.uniprot.org/docs/pkinfam.txt	Primary reference: original Uniprot annotation (as of 160708)	Secondary reference: original Manning annotation (as of 160708)	Notes
Q96S38	RPS6KC1	FALSE	/	AGC Ser/Thr protein kinase family	AGC	S6 kinase subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; S6 kinase subfamily	AGC : RSKL	/
Q9Y6S9	RPS6KL1	TRUE	7	AGC Ser/Thr protein kinase family	AGC	S6 kinase subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; S6 kinase subfamily	AGC : RSKL	/
Q2M2I8	AAK1	TRUE	42	other	other	Manning: NAK	other	Protein kinase superfamily; Ser/Thr protein kinase family	"Other:NAK:BIKE	"	/
Q9NSY1	BIKE	FALSE	/	other	other	Manning: NAK	other	Protein kinase superfamily; Ser/Thr protein kinase family	"Other:NAK:BIKE	"	/
Q8N5S9	CaMKK1	TRUE	34	other	other	Manning: CAMKK	other	Protein kinase superfamily; Ser/Thr protein kinase family	"Other:CAMKK:CAMKK-Meta	"	/
Q96RR4	CaMKK2	TRUE	57	other	other	Manning: CAMKK	other	Protein kinase superfamily; Ser/Thr protein kinase family	"Other:CAMKK:CAMKK-Meta	"	/
Q9NRP7	STK36	TRUE	23	other	other	Manning: ULK	other	Protein kinase superfamily; Ser/Thr protein kinase family	Other : ULK : Fused	/
O14976	GAK	FALSE	/	other	other	Manning: NAK	other	Protein kinase superfamily; Ser/Thr protein kinase family	"Other:NAK:GAK	"	/
O75716	MPSK1	TRUE	25	other	other	Manning: NAK	other	Protein kinase superfamily; Ser/Thr protein kinase family	"Other:NAK:MPSK	"	/
O75460	IRE1	FALSE	/	other	other	Manning: IRE	other	Protein kinase superfamily; Ser/Thr protein kinase family	"Other:IRE	"	/
P00540	MOS	TRUE	34	other	other	Manning: MOS	other	Protein kinase superfamily; Ser/Thr protein kinase family	"Other:MOS	"	/
P33981	TTK	TRUE	127	other	other	Manning: TTK	other	Protein kinase superfamily; Ser/Thr protein kinase family	"Other:TTK	"	/
Q05823	RNAseL	TRUE	133	other	other	/	other	Protein kinase superfamily	"Other:Other-Unique	"	/
Q504Y2	SgK493	TRUE	17	other	other	Manning: SgK493	other	Protein kinase superfamily	"Other:SgK493	"	/
Q52WX2	SBK1	FALSE	/	other	other	Manning: NKF1	other	Protein kinase superfamily; Ser/Thr protein kinase family	Other : NKF1	/
Q6P3W7	SCYL2	TRUE	34	other	other	Manning: SCY1	other	Protein kinase superfamily	"Other:SCY1	"	/
Q6XUX3	DSTYK	FALSE	/	other	other	Manning: Dusty	other	Protein kinase superfamily; Ser/Thr protein kinase family	Other:Dusty	/
Q76MJ5	IRE2	TRUE	15	other	other	Manning: IRE	other	Protein kinase superfamily; Ser/Thr protein kinase family	"Other:IRE	"	/
Q7Z7A4	PXK	TRUE	26	other	other	Manning: Slob	other	Protein kinase superfamily	Other : Slob	/
Q86UE8	TLK2	TRUE	31	other	other	Manning: TLK	other	Protein kinase superfamily; Ser/Thr protein kinase family	"Other:TLK	"	/
Q86UX6	YANK3	TRUE	15	other	other	/	other	Protein kinase superfamily; Ser/Thr protein kinase family	"AGC:YANK	"	Not classified as subfamily because conflicting family attribution
Q86YV5	SgK223	FALSE	/	other	other	Manning: NKF3	other	Protein kinase superfamily	"Other:NKF3	"	/
Q8IWB6	TEX14	TRUE	17	other	other	Manning: NKF5	other	Protein kinase superfamily	Other : NKF5	/
Q8IZE3	SCYL3	TRUE	18	other	other	Manning: SCY1	other	Protein kinase superfamily	"Other:SCY1	"	/
Q8N165	PDIK1L	TRUE	12	other	other	Manning: NKF4	other	Protein kinase superfamily; Ser/Thr protein kinase family	Other : NKF4	/
Q8NB16	MLKL	TRUE	37	other	other	/	other	Protein kinase superfamily	"TKL:TKL-Unique	"	/
Q8TAS1	KIS	TRUE	20	other	other	Manning: KIS	other	Protein kinase superfamily; Ser/Thr protein kinase family	"Other:KIS	"	/
Q8TDR2	STK35	TRUE	13	other	other	Manning: NKF4	other	Protein kinase superfamily; Ser/Thr protein kinase family	Other : NKF4	/
Q8TEA7	TBCK	TRUE	20	other	other	Manning: TBCK	other	Protein kinase superfamily	"Other:TBCK	"	/
Q8WU08	YANK1	TRUE	11	other	other	/	other	Protein kinase superfamily; Ser/Thr protein kinase family	"AGC:YANK	"	Not classified as subfamily because conflicting family attribution
Q96KG9	SCYL1	TRUE	48	other	other	Manning: SCY1	other	Protein kinase superfamily	"Other:SCY1	"	/
Q96LW2	SGK494	FALSE	/	other	other	/	other	Protein kinase superfamily; Ser/Thr protein kinase family	AGC : RSKR	/
Q99570	PIK3R4	TRUE	35	other	other	Manning: VPS15	other	Protein kinase superfamily; Ser/Thr protein kinase family	"Other:VPS15	"	/
Q9BXM7	PINK1	TRUE	308	other	other	Manning: NKF2	other	Protein kinase superfamily; Ser/Thr protein kinase family	"Other:NKF2	"	/
Q9BXU1	SgK396	FALSE	/	other	other	/	other	Protein kinase superfamily; Ser/Thr protein kinase family	"Other:Other-Unique	"	/
Q9H792	PEAK1	FALSE	/	other	other	Manning: NKF3	other	Protein kinase superfamily	"Other:NKF3	"	/
Q9NSY0	NRBP2	TRUE	10	other	other	Manning: NRBP	other	Protein kinase superfamily; Ser/Thr protein kinase family	"Other:NRBP	"	/
Q9NY57	YANK2	TRUE	18	other	other	/	other	Protein kinase superfamily; Ser/Thr protein kinase family	"AGC:YANK	"	Not classified as subfamily because conflicting family attribution
Q9UHY1	NRBP1	TRUE	36	other	other	Manning: NRBP	other	Protein kinase superfamily; Ser/Thr protein kinase family	"Other:NRBP	"	/
Q9UKI8	TLK1	TRUE	43	other	other	Manning: TLK	other	Protein kinase superfamily; Ser/Thr protein kinase family	"Other:TLK	"	/
O75385	ULK1	TRUE	103	other	other	APG1/unc-51/ULK1 subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; APG1/unc-51/ULK1 subfamily	"Other:ULK:ULK	"	/
Q6PHR2	ULK3	TRUE	21	other	other	APG1/unc-51/ULK1 subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; APG1/unc-51/ULK1 subfamily	"Other:ULK:ULK	"	/
Q8IYT8	ULK2	FALSE	/	other	other	APG1/unc-51/ULK1 subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; APG1/unc-51/ULK1 subfamily	"Other:ULK:ULK	"	/
Q96C45	ULK4	TRUE	30	other	other	APG1/unc-51/ULK1 subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; APG1/unc-51/ULK1 subfamily	"Other:ULK:ULK	"	/
O14965	AurA	TRUE	568	other	other	Aurora subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; Aurora subfamily	"Other: Aur	"	/
Q96GD4	AURKB	TRUE	347	other	other	Aurora subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; Aurora subfamily	Other : Aur	/
Q9UQB9	AURKC	TRUE	52	other	other	Aurora subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; Aurora subfamily	Other : Aur	/
O43683	BUB1	FALSE	/	other	other	BUB1 subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; BUB1 subfamily	"Other:BUB	"	/
O60566	BUBR1	TRUE	194	other	other	BUB1 subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; BUB1 subfamily	"Other:BUB	"	/
Q96S44	PRPK	TRUE	31	other	other	BUD32 family	other	Protein kinase superfamily; BUD32 family	"Other:Bud32	"	/
O00444	PLK4	FALSE	/	other	other	CDC5/Polo subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; CDC5/Polo subfamily	"Other:PLK:SAK	"	/
P53350	PLK1	TRUE	565	other	other	CDC5/Polo subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; CDC5/Polo subfamily	"Other:PLK:PLK1	"	/
Q496M5	PLK5	FALSE	/	other	other	CDC5/Polo subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; CDC5/Polo subfamily	Other : PLK : PLK2	/
Q9H4B4	PLK3	TRUE	60	other	other	CDC5/Polo subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; CDC5/Polo subfamily	"Other:PLK:PLK2	"	/
Q9NYY3	PLK2	TRUE	73	other	other	CDC5/Polo subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; CDC5/Polo subfamily	"Other:PLK:PLK2	"	/
O00311	CDC7	TRUE	78	other	other	CDC7 subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; CDC7 subfamily	"Other:CDC7	"	/
P19784	CK2a2	TRUE	219	other	other	CK2 subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; CK2 subfamily	"CMGC:CK2	"	/
P68400	CK2a1	TRUE	667	other	other	CK2 subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; CK2 subfamily	"CMGC:CK2	"	/
Q8NEV1	CSNK2A3	FALSE	/	other	other	CK2 subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; CK2 subfamily	not found 	/
P19525	PKR	TRUE	329	other	other	GCN2 subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; GCN2 subfamily	"Other:PEK:PKR	"	/
Q9BQI3	HRI	TRUE	35	other	other	GCN2 subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; GCN2 subfamily	"Other:PEK:HRI	"	/
Q9NZJ5	PEK	FALSE	/	other	other	GCN2 subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; GCN2 subfamily	"Other:PEK:PEK	"	/
Q9P2K8	GCN2	FALSE	/	other	other	GCN2 subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; GCN2 subfamily	"Other:PEK:GCN2	"	/
Q8TF76	GSG2	TRUE	29	other	other	Haspin subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; Haspin subfamily	Other : Haspin	/
O14920	IKKb	FALSE	/	other	other	I-kappa-B kinase subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; I-kappa-B kinase subfamily	"Other:IKK	"	/
O15111	IKKa	TRUE	441	other	other	I-kappa-B kinase subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; I-kappa-B kinase subfamily	"Other:IKK	"	/
Q14164	IKKe	TRUE	137	other	other	I-kappa-B kinase subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; I-kappa-B kinase subfamily	"Other:IKK	"	/
Q9UHD2	TBK1	TRUE	223	other	other	I-kappa-B kinase subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; I-kappa-B kinase subfamily	"Other:IKK	"	/
Q58A45	PAN3	FALSE	/	other	other	PAN3 family	other	Protein kinase superfamily; PAN3 family	"Other:PAN3	"	/
P0C263	SgK069	TRUE	3	other	other	STKL subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; STKL subfamily	"Other:NKF1	"	/
P0C264	SgK110	FALSE	/	other	other	STKL subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; STKL subfamily	"Other:NKF1	"	/
Q8NE28	SgK071	FALSE	/	other	other	STKL subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; STKL subfamily	"Other:SgK071	"	/
Q9H5K3	SgK196	TRUE	16	other	other	STKL subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; STKL subfamily	"Other:Other-Unique	"	/
P0C1S8	Wee1B	FALSE	/	other	other	WEE1 subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; WEE1 subfamily	"Other:WEE:WEE1	"	/
P30291	Wee1	TRUE	143	other	other	WEE1 subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; WEE1 subfamily	"Other:WEE:WEE1	"	/
Q99640	PKMYT1	TRUE	34	other	other	WEE1 subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; WEE1 subfamily	Other : WEE : Myt1	/
Q96J92	Wnk4	FALSE	/	other	other	WNK subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; WNK subfamily	"Other:WNK	"	/
Q9BYP7	Wnk3	TRUE	35	other	other	WNK subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; WNK subfamily	"Other:WNK	"	/
Q9H4A3	Wnk1	FALSE	/	other	other	WNK subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; WNK subfamily	"Other:WNK	"	/
Q9Y3S1	Wnk2	FALSE	/	other	other	WNK subfamily	other	Protein kinase superfamily; Ser/Thr protein kinase family; WNK subfamily	"CMGC:DYRK:DYRK1	"	/
P16066	NPR1	FALSE	/	Adenylyl cyclase class-4/guanylyl cyclase family	RGC	Manning: RGC	RGC	Adenylyl cyclase class-4/guanylyl cyclase family	RGC : RGC	/
P20594	NPR2	FALSE	/	Adenylyl cyclase class-4/guanylyl cyclase family	RGC	Manning: RGC	RGC	Adenylyl cyclase class-4/guanylyl cyclase family	RGC : RGC	/
P25092	GUCY2C	FALSE	/	Adenylyl cyclase class-4/guanylyl cyclase family	RGC	Manning: RGC	RGC	Adenylyl cyclase class-4/guanylyl cyclase family	RGC : RGC	/
P51841	GUCY2F	FALSE	/	Adenylyl cyclase class-4/guanylyl cyclase family	RGC	Manning: RGC	RGC	Adenylyl cyclase class-4/guanylyl cyclase family	RGC : RGC	/
Q02846	GUCY2D	FALSE	/	Adenylyl cyclase class-4/guanylyl cyclase family	RGC	Manning: RGC	RGC	Adenylyl cyclase class-4/guanylyl cyclase family	RGC : RGC	/
Q8NEV4	MYO3A	FALSE	/	STE Ser/Thr protein kinase family	STE	Manning: STE20	STE	TRAFAC class myosin-kinesin ATPase superfamily; Myosin family; Protein kinase superfamily; STE Ser/Thr protein kinase family	"STE:STE20:NinaC	"	/
Q8WXR4	MYO3B	TRUE	16	STE Ser/Thr protein kinase family	STE	Manning: STE20	STE	TRAFAC class myosin-kinesin ATPase superfamily; Myosin family; Protein kinase superfamily; STE Ser/Thr protein kinase family	"STE:STE20:NinaC	"	/
O43283	LZK	TRUE	14	STE Ser/Thr protein kinase family	STE	MAP kinase kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase kinase subfamily	"TKL:MLK:LZK	"	/
O43318	TAK1	TRUE	320	STE Ser/Thr protein kinase family	STE	MAP kinase kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase kinase subfamily	"TKL:MLK:TAK1	"	/
O95382	MAP3K6	TRUE	20	STE Ser/Thr protein kinase family	STE	MAP kinase kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase kinase subfamily	"STE:STE11:ASK	"	/
P41279	MAP3K8	FALSE	/	STE Ser/Thr protein kinase family	STE	MAP kinase kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase kinase subfamily	STE : STE-Unique	/
P80192	MLK1	TRUE	20	STE Ser/Thr protein kinase family	STE	MAP kinase kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase kinase subfamily	"TKL:MLK:MLK	"	/
Q02779	MLK2	TRUE	36	STE Ser/Thr protein kinase family	STE	MAP kinase kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase kinase subfamily	"TKL:MLK:MLK	"	/
Q12852	MAP3K12	FALSE	/	STE Ser/Thr protein kinase family	STE	MAP kinase kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase kinase subfamily	TKL : MLK : LZK	/
Q13233	MAP3K1	FALSE	/	STE Ser/Thr protein kinase family	STE	MAP kinase kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase kinase subfamily	"STE:STE11:MEKK1	"	/
Q16584	MLK3	FALSE	/	STE Ser/Thr protein kinase family	STE	MAP kinase kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase kinase subfamily	"TKL:MLK:MLK	"	/
Q5TCX8	MLK4	TRUE	15	STE Ser/Thr protein kinase family	STE	MAP kinase kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase kinase subfamily	TKL : MLK : MLK	/
Q6ZN16	MAP3K15	FALSE	/	STE Ser/Thr protein kinase family	STE	MAP kinase kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase kinase subfamily	STE : STE11 : ASK	/
Q99558	NIK	TRUE	120	STE Ser/Thr protein kinase family	STE	MAP kinase kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase kinase subfamily	"STE:STE-Unique	"	/
Q99683	MAP3K5	FALSE	/	STE Ser/Thr protein kinase family	STE	MAP kinase kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase kinase subfamily	"STE:STE11:ASK	"	/
Q99759	MAP3K3	TRUE	85	STE Ser/Thr protein kinase family	STE	MAP kinase kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase kinase subfamily	"STE:STE11:MEKK2	"	/
Q9NYL2	ZAK	FALSE	/	STE Ser/Thr protein kinase family	STE	MAP kinase kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase kinase subfamily	"TKL:MLK:ZAK	"	/
Q9Y2U5	MAP3K2	TRUE	62	STE Ser/Thr protein kinase family	STE	MAP kinase kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase kinase subfamily	"Other:WNK	"	/
Q9Y6R4	MAP3K4	FALSE	/	STE Ser/Thr protein kinase family	STE	MAP kinase kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase kinase subfamily	"STE:STE11:MEKK4	"	/
O14733	MAP2K7	TRUE	106	STE Ser/Thr protein kinase family	STE	MAP kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase subfamily	"STE:STE7:MEK7	"	/
P36507	MAP2K2	TRUE	187	STE Ser/Thr protein kinase family	STE	MAP kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase subfamily	"STE:STE7:MEK1	"	/
P45985	MAP2K4	TRUE	170	STE Ser/Thr protein kinase family	STE	MAP kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase subfamily	"STE:STE7:MEK4	"	/
P46734	MAP2K3	TRUE	89	STE Ser/Thr protein kinase family	STE	MAP kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase subfamily	"STE:STE7:MEK3	"	/
P52564	MAP2K6	TRUE	117	STE Ser/Thr protein kinase family	STE	MAP kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase subfamily	"STE:STE7:MEK3	"	/
Q02750	MAP2K1	TRUE	365	STE Ser/Thr protein kinase family	STE	MAP kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase subfamily	"STE:STE7:MEK1	"	/
Q13163	MAP2K5	TRUE	73	STE Ser/Thr protein kinase family	STE	MAP kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase subfamily	"STE:STE7:MEK5	"	/
Q96KB5	PBK	TRUE	64	STE Ser/Thr protein kinase family	STE	MAP kinase kinase subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase subfamily	"Other:TOPK	"	/
O00506	STK25	TRUE	46	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	STE:STE20:YSK	/
O75914	PAK4	FALSE	/	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	"STE:STE20:PAKB	"	/
O94804	SLK	FALSE	/	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	"STE:STE20:SLK	"	/
O95747	OXSR1	TRUE	42	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	STE : STE20 : FRAY	/
O95819	MAP4K4	FALSE	/	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	"STE:STE20:MSN	"	/
O96013	PAK5	TRUE	110	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	"STE:STE20:PAKB	"	/
Q12851	MAP4K2	FALSE	/	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	STE : STE20 : KHS	/
Q13043	STK4	FALSE	/	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	STE : STE20 : MST	/
Q13153	PAK1	FALSE	/	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	"STE:STE20:PAKA	"	/
Q13177	PAK3	TRUE	178	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	"STE:STE20:PAKA	"	/
Q13188	STK3	TRUE	87	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	STE : STE20 : MST	/
Q56UN5	MAP3K19	FALSE	/	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	"STE:STE11:MEKK15	"	/
Q7L7X3	TAOK1	FALSE	/	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	STE : STE20 : TAO	/
Q7RTN6	STRADA	TRUE	32	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	"STE:STE20:STLK	"	/
Q7Z2Y5	NRK	FALSE	/	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	"STE:STE20:MSN	"	/
Q8IVH8	MAP4K3	TRUE	25	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	STE : STE20 : KHS	/
Q8N4C8	MINK1	TRUE	36	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	"STE:STE20:MSN	"	/
Q92918	HPK1	TRUE	49	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	"STE:STE20:KHS	"	/
Q9C0K7	STRADB	TRUE	18	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	"STE:STE20:STLK	"	/
Q9H2G2	STLK5	TRUE	41	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	"STE:STE20:STLK	"	/
Q9H2K8	TAOK3	TRUE	21	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	STE : STE20 : TAO	/
Q9NQU5	LOK	TRUE	60	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	"STE:STE20:SLK	"	/
Q9P286	PAK6	TRUE	48	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	"STE:STE20:PAKB	"	/
Q9P289	STK26	TRUE	52	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	STE : STE20 : YSK	/
Q9UEW8	STK39	FALSE	/	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	STE : STE20 : FRAY	/
Q9UKE5	TNIK	TRUE	39	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	"STE:STE20:MSN	"	/
Q9UL54	TAOK2	TRUE	28	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	STE : STE20 : TAO	/
Q9Y4K4	MAP4K5	TRUE	31	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	STE : STE20 : KHS	/
Q9Y6E0	STK24	TRUE	62	STE Ser/Thr protein kinase family	STE	STE20 subfamily	STE	Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily	STE : STE20 : YSK	/
Q13418	ILK	TRUE	272	TKL Ser/Thr protein kinase family	TKL	Manning: MLK	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family	"TKL:MLK:ILK	"	/
Q6VAB6	KSR2	TRUE	23	TKL Ser/Thr protein kinase family	TKL	Manning: RAF	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family	"TKL:RAF:KSR	"	/
Q8IVT5	KSR1	FALSE	/	TKL Ser/Thr protein kinase family	TKL	Manning: RAF	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family	"TKL:RAF:KSR	"	/
P53667	LIMK1	TRUE	118	TKL Ser/Thr protein kinase family	TKL	Manning: LISK	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family	"TKL:LISK:LIMK	"	/
P53671	LIMK2	TRUE	59	TKL Ser/Thr protein kinase family	TKL	Manning: LISK	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family	"TKL:LISK:LIMK	"	/
Q15569	TESK1	TRUE	17	TKL Ser/Thr protein kinase family	TKL	Manning: LISK	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family	"TKL:LISK:TESK	"	/
Q96S53	TESK2	TRUE	14	TKL Ser/Thr protein kinase family	TKL	Manning: LISK	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family	"TKL:LISK:TESK	"	/
O43353	RIPK2	TRUE	129	TKL Ser/Thr protein kinase family	TKL	Manning: RIPK	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family	"TKL:RIPK	"	/
P57078	ANKRD3	TRUE	/	TKL Ser/Thr protein kinase family	TKL	Manning: RIPK	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family	"TKL:RIPK	"	/
Q13546	RIPK1	TRUE	302	TKL Ser/Thr protein kinase family	TKL	Manning: RIPK	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family	"TKL:RIPK	"	/
Q5S007	LRRK2	FALSE	/	TKL Ser/Thr protein kinase family	TKL	Manning: LRRK	TKL	Protein kinase superfamily; TKL Ser/Thr protein kinase family	"TKL:LRRK	"	/
