Unip_ID	Kin_name	NetPhorest	Family	Subfamily	Alt_name	Classif_based_on	
P46734	MAP2K3	MAP2K_group	STE	MAP kinase kinase	/	KINASE	MAP2K3
P45985	MAP2K4	MAP2K_group	STE	MAP kinase kinase	/	KINASE	MAP2K4
O14733	MAP2K7	MAP2K_group	STE	MAP kinase kinase	/	KINASE	MAP2K7
Q02750	MAP2K1	MAP2K1_MAP2K2_MAP2K5_group	STE	MAP kinase kinase	/	KINASE	MAP2K1
P36507	MAP2K2	MAP2K1_MAP2K2_MAP2K5_group	STE	MAP kinase kinase	/	KINASE	MAP2K2
Q13163	MAP2K5	MAP2K1_MAP2K2_MAP2K5_group	STE	MAP kinase kinase	/	KINASE	MAP2K5
Q02750	MAP2K1	MAP2K1_MAP2K2_group	STE	MAP kinase kinase	/	KINASE	MAP2K1
P36507	MAP2K2	MAP2K1_MAP2K2_group	STE	MAP kinase kinase	/	KINASE	MAP2K2
Q02750	MAP2K1	MAP2K1	STE	MAP kinase kinase	/	KINASE	MAP2K1
P36507	MAP2K2	MAP2K2	STE	MAP kinase kinase	/	KINASE	MAP2K2
Q13163	MAP2K5	MAP2K5	STE	MAP kinase kinase	/	KINASE	MAP2K5
P52564	MAP2K6	MAP2K6_MAP2K3_MAP2K4_MAP2K7_group	STE	MAP kinase kinase	/	KINASE	MAP2K6
P46734	MAP2K3	MAP2K6_MAP2K3_MAP2K4_MAP2K7_group	STE	MAP kinase kinase	/	KINASE	MAP2K3
P45985	MAP2K4	MAP2K6_MAP2K3_MAP2K4_MAP2K7_group	STE	MAP kinase kinase	/	KINASE	MAP2K4
O14733	MAP2K7	MAP2K6_MAP2K3_MAP2K4_MAP2K7_group	STE	MAP kinase kinase	/	KINASE	MAP2K7
P52564	MAP2K6	MAP2K6_MAP2K3_MAP2K4_group	STE	MAP kinase kinase	/	KINASE	MAP2K6
P46734	MAP2K3	MAP2K6_MAP2K3_MAP2K4_group	STE	MAP kinase kinase	/	KINASE	MAP2K3
P45985	MAP2K4	MAP2K6_MAP2K3_MAP2K4_group	STE	MAP kinase kinase	/	KINASE	MAP2K4
P52564	MAP2K6	MAP2K6_MAP2K3_group	STE	MAP kinase kinase	/	KINASE	MAP2K6
P46734	MAP2K3	MAP2K6_MAP2K3_group	STE	MAP kinase kinase	/	KINASE	MAP2K3
P52564	MAP2K6	MAP2K6	STE	MAP kinase kinase	/	KINASE	MAP2K6
P46734	MAP2K3	MAP2K3	STE	MAP kinase kinase	/	KINASE	MAP2K3
P45985	MAP2K4	MAP2K4	STE	MAP kinase kinase	/	KINASE	MAP2K4
O14733	MAP2K7	MAP2K7	STE	MAP kinase kinase	/	KINASE	MAP2K7
O95747	OXSR1	FRAY_STLK_group	STE	STE20	OSR1	KINASE	OSR1
Q9H2G2	STLK5	FRAY_STLK_group	STE	STE20	/	KINASE	STLK5
O95747	OXSR1	FRAY_group	STE	STE20	OSR1	KINASE	OSR1
O95747	OXSR1	OSR1	STE	STE20	OSR1	KINASE	OSR1
Q9H2G2	STLK5	STLK_group	STE	STE20	/	KINASE	STLK5
Q9H2G2	STLK5	STLK5	STE	STE20	/	KINASE	STLK5
Q13177	PAK3	PAK_group	STE	STE20	/	KINASE	PAK3
Q13177	PAK3	PAK_group	STE	STE20	PAK2	KINASE	PAK2
Q9P286	PAK6	PAK_group	STE	STE20	/	KINASE	PAK6
O96013	PAK5	PAK_group	STE	STE20	PAK4	KINASE	PAK4
O96013	PAK5	PAK_group	STE	STE20	/	KINASE	PAK5
Q13177	PAK3	PAKA_group	STE	STE20	/	KINASE	PAK3
Q13177	PAK3	PAKA_group	STE	STE20	PAK2	KINASE	PAK2
Q13177	PAK3	PAK1_PAK3_group	STE	STE20	/	KINASE	PAK3
Q13177	PAK3	PAK3	STE	STE20	/	KINASE	PAK3
Q13177	PAK3	PAK2	STE	STE20	PAK2	KINASE	PAK2
Q9P286	PAK6	PAKB_group	STE	STE20	/	KINASE	PAK6
O96013	PAK5	PAKB_group	STE	STE20	PAK4	KINASE	PAK4
O96013	PAK5	PAKB_group	STE	STE20	/	KINASE	PAK5
Q9P286	PAK6	PAK6	STE	STE20	/	KINASE	PAK6
O96013	PAK5	PAK4_PAK5_group	STE	STE20	PAK4	KINASE	PAK4
O96013	PAK5	PAK4_PAK5_group	STE	STE20	/	KINASE	PAK5
O96013	PAK5	PAK4	STE	STE20	PAK4	KINASE	PAK4
O96013	PAK5	PAK5	STE	STE20	/	KINASE	PAK5
Q02779	MLK2	MST_YSK_group	STE	MAP kinase kinase kinase	MST	KINASE	MST1
Q02779	MLK2	MST_YSK_group	STE	MAP kinase kinase kinase	MST	KINASE	MST2
Q13188	STK3	MST_YSK_group	STE	STE20	MST2	KINASE	MST2
Q02779	MLK2	MST_YSK_group	STE	MAP kinase kinase kinase	MST	KINASE	MST3
Q9Y6E0	STK24	MST_YSK_group	STE	STE20	MST3	KINASE	MST3
Q02779	MLK2	MST_YSK_group	STE	MAP kinase kinase kinase	MST	KINASE	MST4
Q9P289	STK26	MST_YSK_group	STE	STE20	MST4	KINASE	MST4
O00506	STK25	MST_YSK_group	STE	STE20	YSK1	KINASE	YSK1
Q02779	MLK2	MST_group	STE	MAP kinase kinase kinase	MST	KINASE	MST1
Q02779	MLK2	MST_group	STE	MAP kinase kinase kinase	MST	KINASE	MST2
Q13188	STK3	MST_group	STE	STE20	MST2	KINASE	MST2
Q02779	MLK2	MST1	STE	MAP kinase kinase kinase	MST	KINASE	MST1
Q02779	MLK2	MST2	STE	MAP kinase kinase kinase	MST	KINASE	MST2
Q13188	STK3	MST2	STE	STE20	MST2	KINASE	MST2
Q02779	MLK2	YSK_group	STE	MAP kinase kinase kinase	MST	KINASE	MST3
Q9Y6E0	STK24	YSK_group	STE	STE20	MST3	KINASE	MST3
Q02779	MLK2	YSK_group	STE	MAP kinase kinase kinase	MST	KINASE	MST4
Q9P289	STK26	YSK_group	STE	STE20	MST4	KINASE	MST4
O00506	STK25	YSK_group	STE	STE20	YSK1	KINASE	YSK1
Q02779	MLK2	MST3_MST4_group	STE	MAP kinase kinase kinase	MST	KINASE	MST3
Q9Y6E0	STK24	MST3_MST4_group	STE	STE20	MST3	KINASE	MST3
Q02779	MLK2	MST3_MST4_group	STE	MAP kinase kinase kinase	MST	KINASE	MST4
Q9P289	STK26	MST3_MST4_group	STE	STE20	MST4	KINASE	MST4
Q02779	MLK2	MST3	STE	MAP kinase kinase kinase	MST	KINASE	MST3
Q9Y6E0	STK24	MST3	STE	STE20	MST3	KINASE	MST3
Q02779	MLK2	MST4	STE	MAP kinase kinase kinase	MST	KINASE	MST4
Q9P289	STK26	MST4	STE	STE20	MST4	KINASE	MST4
O00506	STK25	YSK1	STE	STE20	YSK1	KINASE	YSK1
Q9Y4K4	MAP4K5	KHS_group	STE	STE20	/	KINASE	MAP4K5
Q92918	HPK1	KHS_group	STE	STE20	MAP4K1	KINASE	MAP4K1
Q9Y4K4	MAP4K5	MAP4K2_MAP4K5_KHS2_group	STE	STE20	/	KINASE	MAP4K5
Q9Y4K4	MAP4K5	MAP4K5_KHS2_group	STE	STE20	/	KINASE	MAP4K5
Q9Y4K4	MAP4K5	MAP4K5	STE	STE20	/	KINASE	MAP4K5
Q92918	HPK1	MAP4K1	STE	STE20	MAP4K1	KINASE	MAP4K1
Q9H2G2	STLK5	SLK_group	STE	STE20	SLK	KINASE	SLK
Q9NQU5	LOK	SLK_group	STE	STE20	/	KINASE	LOK
Q9H2G2	STLK5	SLK	STE	STE20	SLK	KINASE	SLK
Q9NQU5	LOK	LOK	STE	STE20	/	KINASE	LOK
Q8N4C8	MINK1	MSN_group	STE	STE20	MAP4K6	KINASE	MAP4K6
Q9UKE5	TNIK	MSN_group	STE	STE20	/	KINASE	TNIK
Q8N4C8	MINK1	MAP4K4_MAP4K6_TNIK_group	STE	STE20	MAP4K6	KINASE	MAP4K6
Q9UKE5	TNIK	MAP4K4_MAP4K6_TNIK_group	STE	STE20	/	KINASE	TNIK
Q8N4C8	MINK1	MAP4K4_MAP4K6_group	STE	STE20	MAP4K6	KINASE	MAP4K6
Q8N4C8	MINK1	MAP4K6	STE	STE20	MAP4K6	KINASE	MAP4K6
Q9UKE5	TNIK	TNIK	STE	STE20	/	KINASE	TNIK
Q8WXR4	MYO3B	MYO3_group	STE	NinaC	/	KINASE	MYO3B
Q8WXR4	MYO3B	MYO3B	STE	NinaC	/	KINASE	MYO3B
Q96S44	PRPK	PRPK	other	BUD32 family	/	KINASE	PRPK
Q8TDR2	STK35	CLIK1_CLIK1L_group	other	/	CLIK1	KINASE	CLIK1
Q8TDR2	STK35	CLIK1_CLIK1L_group	other	/	CLIK1	KINASE	CLIK1L
Q8N165	PDIK1L	CLIK1_CLIK1L_group	other	/	CLIK1L	KINASE	CLIK1L
Q8TDR2	STK35	CLIK1	other	/	CLIK1	KINASE	CLIK1
Q8TDR2	STK35	CLIK1L	other	/	CLIK1	KINASE	CLIK1L
Q8N165	PDIK1L	CLIK1L	other	/	CLIK1L	KINASE	CLIK1L
Q8TAS1	KIS	KIS	other	/	/	KINASE	KIS
P33981	TTK	TTK	other	/	/	KINASE	TTK
Q76MJ5	IRE2	IRE_group	other	/	/	KINASE	IRE2
Q76MJ5	IRE2	IRE2	other	/	/	KINASE	IRE2
Q05823	RNAseL	RNAseL	other	/	/	KINASE	RNAseL
P19525	PKR	GCN2_PEK_EIF2AK2_group	other	GCN2	EIF2AK2	KINASE	EIF2AK2
P19525	PKR	PEK_EIF2AK2_group	other	GCN2	EIF2AK2	KINASE	EIF2AK2
P19525	PKR	EIF2AK2	other	GCN2	EIF2AK2	KINASE	EIF2AK2
Q9BQI3	HRI	HRI	other	GCN2	/	KINASE	HRI
Q99640	PKMYT1	Wee_group	other	WEE1	MYT1	KINASE	MYT1
P30291	Wee1	Wee_group	other	WEE1	/	KINASE	Wee1
P30291	Wee1	Wee_group	other	WEE1	/	KINASE	Wee1B
Q99640	PKMYT1	MYT1	other	WEE1	MYT1	KINASE	MYT1
P30291	Wee1	Wee1_Wee1B_group	other	WEE1	/	KINASE	Wee1
P30291	Wee1	Wee1_Wee1B_group	other	WEE1	/	KINASE	Wee1B
P30291	Wee1	Wee1	other	WEE1	/	KINASE	Wee1
P30291	Wee1	Wee1B	other	WEE1	/	KINASE	Wee1B
Q2M2I8	AAK1	NAK_group	other	BIKE	/	KINASE	AAK1
O75716	MPSK1	NAK_group	other	MPSK	/	KINASE	MPSK1
Q2M2I8	AAK1	AAK1_BIKE_group	other	BIKE	/	KINASE	AAK1
Q2M2I8	AAK1	AAK1	other	BIKE	/	KINASE	AAK1
O75716	MPSK1	MPSK1	other	MPSK	/	KINASE	MPSK1
P51956	NEK3	NEK_group	NEK	NIMA	/	KINASE	NEK3
P51957	NEK4	NEK_group	NEK	NIMA	/	KINASE	NEK4
Q8NG66	NEK11	NEK_group	NEK	NIMA	/	KINASE	NEK11
Q86SG6	NEK8	NEK_group	NEK	NIMA	/	KINASE	NEK8
Q9HC98	NEK6	NEK_group	NEK	NIMA	/	KINASE	NEK6
Q8TDX7	NEK7	NEK_group	NEK	NIMA	/	KINASE	NEK7
Q6ZWH5	NEK10	NEK_group	NEK	NIMA	/	KINASE	NEK10
P51956	NEK3	NEK1_NEK5_NEK3_NEK4_NEK11_NEK2_group	NEK	NIMA	/	KINASE	NEK3
P51957	NEK4	NEK1_NEK5_NEK3_NEK4_NEK11_NEK2_group	NEK	NIMA	/	KINASE	NEK4
Q8NG66	NEK11	NEK1_NEK5_NEK3_NEK4_NEK11_NEK2_group	NEK	NIMA	/	KINASE	NEK11
P51956	NEK3	NEK1_NEK5_NEK3_NEK4_NEK11_group	NEK	NIMA	/	KINASE	NEK3
P51957	NEK4	NEK1_NEK5_NEK3_NEK4_NEK11_group	NEK	NIMA	/	KINASE	NEK4
Q8NG66	NEK11	NEK1_NEK5_NEK3_NEK4_NEK11_group	NEK	NIMA	/	KINASE	NEK11
P51956	NEK3	NEK1_NEK5_NEK3_NEK4_group	NEK	NIMA	/	KINASE	NEK3
P51957	NEK4	NEK1_NEK5_NEK3_NEK4_group	NEK	NIMA	/	KINASE	NEK4
P51956	NEK3	NEK1_NEK5_NEK3_group	NEK	NIMA	/	KINASE	NEK3
P51956	NEK3	NEK3	NEK	NIMA	/	KINASE	NEK3
P51957	NEK4	NEK4	NEK	NIMA	/	KINASE	NEK4
Q8NG66	NEK11	NEK11	NEK	NIMA	/	KINASE	NEK11
Q86SG6	NEK8	NEK9_NEK8_group	NEK	NIMA	/	KINASE	NEK8
Q86SG6	NEK8	NEK8	NEK	NIMA	/	KINASE	NEK8
Q9HC98	NEK6	NEK6_NEK7_group	NEK	NIMA	/	KINASE	NEK6
Q8TDX7	NEK7	NEK6_NEK7_group	NEK	NIMA	/	KINASE	NEK7
Q9HC98	NEK6	NEK6	NEK	NIMA	/	KINASE	NEK6
Q8TDX7	NEK7	NEK7	NEK	NIMA	/	KINASE	NEK7
Q6ZWH5	NEK10	NEK10	NEK	NIMA	/	KINASE	NEK10
O00311	CDC7	CDC7	other	CDC7	/	KINASE	CDC7
Q8TEA7	TBCK	TBCK	other	/	/	KINASE	TBCK
Q9BXM7	PINK1	PINK1	other	/	/	KINASE	PINK1
Q99986	VRK1	CK_group	CK	VRK	/	KINASE	VRK1
Q8IV63	VRK3	CK_group	CK	VRK	/	KINASE	VRK3
O60566	BUBR1	CK_group	other	BUB1	/	KINASE	BUBR1
Q9H5K3	SgK196	CK_group	other	STKL	/	KINASE	SgK196
Q504Y2	SgK493	CK_group	other	/	/	KINASE	SgK493
P0C263	SgK069	CK_group	other	STKL	/	KINASE	SgK069
Q99986	VRK1	VRK_group	CK	VRK	/	KINASE	VRK1
Q8IV63	VRK3	VRK_group	CK	VRK	/	KINASE	VRK3
Q99986	VRK1	VRK1_VRK2_group	CK	VRK	/	KINASE	VRK1
Q99986	VRK1	VRK1	CK	VRK	/	KINASE	VRK1
Q8IV63	VRK3	VRK3	CK	VRK	/	KINASE	VRK3
O60566	BUBR1	BUB1_BUBR1_group	other	BUB1	/	KINASE	BUBR1
O60566	BUBR1	BUBR1	other	BUB1	/	KINASE	BUBR1
Q9H5K3	SgK196	SgK196	other	STKL	/	KINASE	SgK196
Q504Y2	SgK493	SgK493	other	/	/	KINASE	SgK493
P0C263	SgK069	NKF1_group	other	STKL	/	KINASE	SgK069
P0C263	SgK069	SgK069_SgK110_group	other	STKL	/	KINASE	SgK069
P0C263	SgK069	SgK069	other	STKL	/	KINASE	SgK069
Q96KB5	PBK	PBK	STE	MAP kinase kinase	/	KINASE	PBK
P00540	MOS	MOS	other	/	/	KINASE	MOS
P51617	IRAK1	TKL_group	TKL	Pelle	/	KINASE	IRAK1
Q9Y616	IRAK3	TKL_group	TKL	Pelle	/	KINASE	IRAK3
O43187	IRAK2	TKL_group	TKL	Pelle	/	KINASE	IRAK2
Q9NWZ3	IRAK4	TKL_group	TKL	Pelle	/	KINASE	IRAK4
Q8NB16	MLKL	TKL_group	other	/	/	KINASE	MLKL
P53671	LIMK2	TKL_group	TKL	LIMK	/	KINASE	LIMK2
P53667	LIMK1	TKL_group	TKL	LIMK	/	KINASE	LIMK1
Q15569	TESK1	TKL_group	TKL	TESK	/	KINASE	TESK1
Q96S53	TESK2	TKL_group	TKL	TESK	/	KINASE	TESK2
Q38SD2	LRRK1	TKL_group	TKL	ROCO	/	KINASE	LRRK1
Q13546	RIPK1	TKL_group	TKL	/	/	KINASE	RIPK1
O43353	RIPK2	TKL_group	TKL	/	/	KINASE	RIPK2
P57078	ANKRD3	TKL_group	TKL	/	/	KINASE	ANKRD3
Q8NFD2	SgK288	TKL_group	TKL	/	/	KINASE	SgK288
O43318	TAK1	TKL_group	STE	MAP kinase kinase kinase	MAP3K7	KINASE	MAP3K7
O43283	LZK	TKL_group	STE	MAP kinase kinase kinase	MAP3K13	KINASE	MAP3K13
P80192	MLK1	TKL_group	STE	MAP kinase kinase kinase	MAP3K9	KINASE	MAP3K9
Q5TCX8	MLK4	TKL_group	STE	MAP kinase kinase kinase	/	KINASE	MLK4
Q02779	MLK2	TKL_group	STE	MAP kinase kinase kinase	MAP3K10	KINASE	MAP3K10
P10398	ARAF	TKL_group	TKL	RAF	/	KINASE	ARAF
P15056	BRAF	TKL_group	TKL	RAF	/	KINASE	BRAF
P04049	RAF1	TKL_group	TKL	RAF	/	KINASE	RAF1
Q6VAB6	KSR2	TKL_group	TKL	KSR	/	KINASE	KSR2
Q13418	ILK	TKL_group	TKL	ILK	/	KINASE	ILK
P51617	IRAK1	IRAK_group	TKL	Pelle	/	KINASE	IRAK1
Q9Y616	IRAK3	IRAK_group	TKL	Pelle	/	KINASE	IRAK3
O43187	IRAK2	IRAK_group	TKL	Pelle	/	KINASE	IRAK2
Q9NWZ3	IRAK4	IRAK_group	TKL	Pelle	/	KINASE	IRAK4
P51617	IRAK1	IRAK1_IRAK3_IRAK2_group	TKL	Pelle	/	KINASE	IRAK1
Q9Y616	IRAK3	IRAK1_IRAK3_IRAK2_group	TKL	Pelle	/	KINASE	IRAK3
O43187	IRAK2	IRAK1_IRAK3_IRAK2_group	TKL	Pelle	/	KINASE	IRAK2
P51617	IRAK1	IRAK1_IRAK3_group	TKL	Pelle	/	KINASE	IRAK1
Q9Y616	IRAK3	IRAK1_IRAK3_group	TKL	Pelle	/	KINASE	IRAK3
P51617	IRAK1	IRAK1	TKL	Pelle	/	KINASE	IRAK1
Q9Y616	IRAK3	IRAK3	TKL	Pelle	/	KINASE	IRAK3
O43187	IRAK2	IRAK2	TKL	Pelle	/	KINASE	IRAK2
Q9NWZ3	IRAK4	IRAK4	TKL	Pelle	/	KINASE	IRAK4
Q8NB16	MLKL	MLKL	other	/	/	KINASE	MLKL
P53671	LIMK2	LISK_group	TKL	LIMK	/	KINASE	LIMK2
P53667	LIMK1	LISK_group	TKL	LIMK	/	KINASE	LIMK1
Q15569	TESK1	LISK_group	TKL	TESK	/	KINASE	TESK1
Q96S53	TESK2	LISK_group	TKL	TESK	/	KINASE	TESK2
P53671	LIMK2	LIMK_group	TKL	LIMK	/	KINASE	LIMK2
P53667	LIMK1	LIMK_group	TKL	LIMK	/	KINASE	LIMK1
P53671	LIMK2	LIMK2	TKL	LIMK	/	KINASE	LIMK2
P53667	LIMK1	LIMK1	TKL	LIMK	/	KINASE	LIMK1
Q15569	TESK1	TESK_group	TKL	TESK	/	KINASE	TESK1
Q96S53	TESK2	TESK_group	TKL	TESK	/	KINASE	TESK2
Q15569	TESK1	TESK1	TKL	TESK	/	KINASE	TESK1
Q96S53	TESK2	TESK2	TKL	TESK	/	KINASE	TESK2
Q38SD2	LRRK1	LRRK_group	TKL	ROCO	/	KINASE	LRRK1
Q38SD2	LRRK1	LRRK1	TKL	ROCO	/	KINASE	LRRK1
Q13546	RIPK1	RIPK_group	TKL	/	/	KINASE	RIPK1
O43353	RIPK2	RIPK_group	TKL	/	/	KINASE	RIPK2
P57078	ANKRD3	RIPK_group	TKL	/	/	KINASE	ANKRD3
Q8NFD2	SgK288	RIPK_group	TKL	/	/	KINASE	SgK288
Q13546	RIPK1	RIPK1	TKL	/	/	KINASE	RIPK1
O43353	RIPK2	ANKRD3_SgK288_RIPK2_RIPK3_group	TKL	/	/	KINASE	RIPK2
P57078	ANKRD3	ANKRD3_SgK288_RIPK2_RIPK3_group	TKL	/	/	KINASE	ANKRD3
Q8NFD2	SgK288	ANKRD3_SgK288_RIPK2_RIPK3_group	TKL	/	/	KINASE	SgK288
O43353	RIPK2	ANKRD3_SgK288_RIPK2_group	TKL	/	/	KINASE	RIPK2
P57078	ANKRD3	ANKRD3_SgK288_RIPK2_group	TKL	/	/	KINASE	ANKRD3
Q8NFD2	SgK288	ANKRD3_SgK288_RIPK2_group	TKL	/	/	KINASE	SgK288
O43353	RIPK2	RIPK2	TKL	/	/	KINASE	RIPK2
P57078	ANKRD3	ANKRD3_SgK288_group	TKL	/	/	KINASE	ANKRD3
Q8NFD2	SgK288	ANKRD3_SgK288_group	TKL	/	/	KINASE	SgK288
P57078	ANKRD3	ANKRD3	TKL	/	/	KINASE	ANKRD3
Q8NFD2	SgK288	SgK288	TKL	/	/	KINASE	SgK288
O43318	TAK1	MLK_group	STE	MAP kinase kinase kinase	MAP3K7	KINASE	MAP3K7
O43283	LZK	MLK_group	STE	MAP kinase kinase kinase	MAP3K13	KINASE	MAP3K13
P80192	MLK1	MLK_group	STE	MAP kinase kinase kinase	MAP3K9	KINASE	MAP3K9
Q5TCX8	MLK4	MLK_group	STE	MAP kinase kinase kinase	/	KINASE	MLK4
Q02779	MLK2	MLK_group	STE	MAP kinase kinase kinase	MAP3K10	KINASE	MAP3K10
O43318	TAK1	HH498_MAP3K7_group	STE	MAP kinase kinase kinase	MAP3K7	KINASE	MAP3K7
O43318	TAK1	MAP3K7	STE	MAP kinase kinase kinase	MAP3K7	KINASE	MAP3K7
O43283	LZK	DLK_MAP3K13_MAP3K9_MAP3K11_MLK4_MAP3K10_ZAK_group	STE	MAP kinase kinase kinase	MAP3K13	KINASE	MAP3K13
P80192	MLK1	DLK_MAP3K13_MAP3K9_MAP3K11_MLK4_MAP3K10_ZAK_group	STE	MAP kinase kinase kinase	MAP3K9	KINASE	MAP3K9
Q5TCX8	MLK4	DLK_MAP3K13_MAP3K9_MAP3K11_MLK4_MAP3K10_ZAK_group	STE	MAP kinase kinase kinase	/	KINASE	MLK4
Q02779	MLK2	DLK_MAP3K13_MAP3K9_MAP3K11_MLK4_MAP3K10_ZAK_group	STE	MAP kinase kinase kinase	MAP3K10	KINASE	MAP3K10
O43283	LZK	DLK_MAP3K13_MAP3K9_MAP3K11_MLK4_MAP3K10	STE	MAP kinase kinase kinase	MAP3K13	KINASE	MAP3K13
P80192	MLK1	DLK_MAP3K13_MAP3K9_MAP3K11_MLK4_MAP3K10	STE	MAP kinase kinase kinase	MAP3K9	KINASE	MAP3K9
Q5TCX8	MLK4	DLK_MAP3K13_MAP3K9_MAP3K11_MLK4_MAP3K10	STE	MAP kinase kinase kinase	/	KINASE	MLK4
Q02779	MLK2	DLK_MAP3K13_MAP3K9_MAP3K11_MLK4_MAP3K10	STE	MAP kinase kinase kinase	MAP3K10	KINASE	MAP3K10
O43283	LZK	MAP3K13_group	STE	MAP kinase kinase kinase	MAP3K13	KINASE	MAP3K13
O43283	LZK	MAP3K13	STE	MAP kinase kinase kinase	MAP3K13	KINASE	MAP3K13
P80192	MLK1	MAP3K9_MAP3K11_MLK4_MAP3K10_group	STE	MAP kinase kinase kinase	MAP3K9	KINASE	MAP3K9
Q5TCX8	MLK4	MAP3K9_MAP3K11_MLK4_MAP3K10_group	STE	MAP kinase kinase kinase	/	KINASE	MLK4
Q02779	MLK2	MAP3K9_MAP3K11_MLK4_MAP3K10_group	STE	MAP kinase kinase kinase	MAP3K10	KINASE	MAP3K10
P80192	MLK1	MAP3K9_MAP3K11_MLK4_group	STE	MAP kinase kinase kinase	MAP3K9	KINASE	MAP3K9
Q5TCX8	MLK4	MAP3K9_MAP3K11_MLK4_group	STE	MAP kinase kinase kinase	/	KINASE	MLK4
P80192	MLK1	MAP3K9_MAP3K11_group	STE	MAP kinase kinase kinase	MAP3K9	KINASE	MAP3K9
P80192	MLK1	MAP3K9	STE	MAP kinase kinase kinase	MAP3K9	KINASE	MAP3K9
Q5TCX8	MLK4	MLK4	STE	MAP kinase kinase kinase	/	KINASE	MLK4
Q02779	MLK2	MAP3K10	STE	MAP kinase kinase kinase	MAP3K10	KINASE	MAP3K10
P10398	ARAF	RAF_group	TKL	RAF	/	KINASE	ARAF
P15056	BRAF	RAF_group	TKL	RAF	/	KINASE	BRAF
P04049	RAF1	RAF_group	TKL	RAF	/	KINASE	RAF1
Q6VAB6	KSR2	RAF_group	TKL	KSR	/	KINASE	KSR2
P10398	ARAF	ARAF_BRAF_RAF1_group	TKL	RAF	/	KINASE	ARAF
P15056	BRAF	ARAF_BRAF_RAF1_group	TKL	RAF	/	KINASE	BRAF
P04049	RAF1	ARAF_BRAF_RAF1_group	TKL	RAF	/	KINASE	RAF1
P10398	ARAF	ARAF	TKL	RAF	/	KINASE	ARAF
P15056	BRAF	BRAF_RAF1_group	TKL	RAF	/	KINASE	BRAF
P04049	RAF1	BRAF_RAF1_group	TKL	RAF	/	KINASE	RAF1
P15056	BRAF	BRAF	TKL	RAF	/	KINASE	BRAF
P04049	RAF1	RAF1	TKL	RAF	/	KINASE	RAF1
Q6VAB6	KSR2	KSR1_KSR2_group	TKL	KSR	/	KINASE	KSR2
Q6VAB6	KSR2	KSR2	TKL	KSR	/	KINASE	KSR2
Q13418	ILK	ILK	TKL	ILK	/	KINASE	ILK
P42684	ABL2	TK_group	Tyr	ABL	/	KINASE	Abl2
Q06187	BTK	TK_group	Tyr	TEC	/	KINASE	BTK
P51813	BMX	TK_group	Tyr	TEC	/	KINASE	BMX
Q08881	ITK	TK_group	Tyr	TEC	/	KINASE	ITK
P42680	TEC	TK_group	Tyr	TEC	/	KINASE	Tec
P51451	BLK	TK_group	Tyr	SRC	/	KINASE	BLK
P08631	HCK	TK_group	Tyr	SRC	/	KINASE	HCK
P07948	LYN	TK_group	Tyr	SRC	/	KINASE	Lyn
P06239	LCK	TK_group	Tyr	SRC	/	KINASE	Lck
P09769	FGR	TK_group	Tyr	SRC	/	KINASE	Fgr
P06241	FYN	TK_group	Tyr	SRC	/	KINASE	Fyn
P12931	SRC	TK_group	Tyr	SRC	/	KINASE	Src
P07947	YES	TK_group	Tyr	SRC	/	KINASE	Yes
P42685	FRK	TK_group	Tyr	SRC	/	KINASE	FRK
P41240	CSK	TK_group	Tyr	CSK	/	KINASE	Csk
P16591	FER	TK_group	Tyr	Fes/fps	/	KINASE	Fer
P07332	FES	TK_group	Tyr	Fes/fps	/	KINASE	Fes
Q07912	TNK2	TK_group	Tyr	/	/	KINASE	TNK2
Q13470	TNK1	TK_group	Tyr	/	/	KINASE	TNK1
P52333	JAK3	TK_group	Tyr	JAK	/	KINASE	JAK3
Q13308	CCK4	TK_group	Tyr	Insulin receptor	/	KINASE	CCK4
Q16288	TRKC	TK_group	Tyr	Insulin receptor	/	KINASE	TRKC
P30530	AXL	TK_group	Tyr	AXL/UFO	/	KINASE	Axl
P36888	FLT3	TK_group	Tyr	CSF-1/PDGF receptor	/	KINASE	FLT3
Q05397	FAK	TK_group	Tyr	FAK	/	KINASE	FAK
Q14289	PYK2	TK_group	Tyr	FAK	/	KINASE	PYK2
P43405	SYK	TK_group	Tyr	SYK/ZAP-70	/	KINASE	Syk
P42684	ABL2	Abl_group	Tyr	ABL	/	KINASE	Abl2
P42684	ABL2	Abl2	Tyr	ABL	/	KINASE	Abl2
Q06187	BTK	Tec_group	Tyr	TEC	/	KINASE	BTK
P51813	BMX	Tec_group	Tyr	TEC	/	KINASE	BMX
Q08881	ITK	Tec_group	Tyr	TEC	/	KINASE	ITK
P42680	TEC	Tec_group	Tyr	TEC	/	KINASE	Tec
Q06187	BTK	BTK_BMX_group	Tyr	TEC	/	KINASE	BTK
P51813	BMX	BTK_BMX_group	Tyr	TEC	/	KINASE	BMX
Q06187	BTK	BTK	Tyr	TEC	/	KINASE	BTK
P51813	BMX	BMX	Tyr	TEC	/	KINASE	BMX
Q08881	ITK	ITK_Tec_TXK_group	Tyr	TEC	/	KINASE	ITK
P42680	TEC	ITK_Tec_TXK_group	Tyr	TEC	/	KINASE	Tec
Q08881	ITK	ITK	Tyr	TEC	/	KINASE	ITK
P42680	TEC	Tec_TXK_group	Tyr	TEC	/	KINASE	Tec
P42680	TEC	Tec	Tyr	TEC	/	KINASE	Tec
P51451	BLK	Src_group	Tyr	SRC	/	KINASE	BLK
P08631	HCK	Src_group	Tyr	SRC	/	KINASE	HCK
